id,Type_fraude,Date_systeme
6782972023-04-03 16:36:53.775,Contrat doublant,2024-06-28 00:47:34.392336
6783362023-04-04 14:46:20.937,Contrat doublant,2024-06-28 00:47:34.392336
6783362023-04-04 14:46:27.973,Contrat doublant,2024-06-28 00:47:34.392336
6783372023-04-04 14:48:26.731,Contrat doublant,2024-06-28 00:47:34.392336
6783372023-04-04 14:48:33.886,Contrat doublant,2024-06-28 00:47:34.392336
6783382023-04-04 14:49:26.337,Contrat doublant,2024-06-28 00:47:34.392336
6783382023-04-04 14:49:33.403,Contrat doublant,2024-06-28 00:47:34.392336
6783392023-04-04 14:50:24.101,Contrat doublant,2024-06-28 00:47:34.392336
6783392023-04-04 14:50:31.365,Contrat doublant,2024-06-28 00:47:34.392336
6783572023-04-05 08:22:52.033,Contrat doublant,2024-06-28 00:47:34.392336
6783572023-04-05 08:22:59.725,Contrat doublant,2024-06-28 00:47:34.392336
6783572023-04-05 08:23:09.151,Contrat doublant,2024-06-28 00:47:34.392336
6783632023-04-05 09:03:23.813,Contrat doublant,2024-06-28 00:47:34.392336
6783682023-04-05 09:23:48.299,Contrat doublant,2024-06-28 00:47:34.392336
6783692023-04-05 09:23:25.564,Contrat doublant,2024-06-28 00:47:34.392336
6783692023-04-05 09:23:52.746,Contrat doublant,2024-06-28 00:47:34.392336
6783952023-04-05 13:25:19.363,Contrat doublant,2024-06-28 00:47:34.392336
6783952023-04-05 13:25:26.549,Contrat doublant,2024-06-28 00:47:34.392336
6783962023-04-05 13:27:35.831,Contrat doublant,2024-06-28 00:47:34.392336
6783962023-04-05 13:27:43.523,Contrat doublant,2024-06-28 00:47:34.392336
6783962023-04-05 13:27:50.773,Contrat doublant,2024-06-28 00:47:34.392336
6784172023-04-06 09:25:12.572,Contrat doublant,2024-06-28 00:47:34.392336
6784172023-04-06 09:25:20.448,Contrat doublant,2024-06-28 00:47:34.392336
6784402023-04-06 11:39:47.123,Contrat doublant,2024-06-28 00:47:34.392336
6784402023-04-06 11:39:54.723,Contrat doublant,2024-06-28 00:47:34.392336
6784402023-04-06 11:40:01.796,Contrat doublant,2024-06-28 00:47:34.392336
6784682023-04-07 08:07:05.246,Contrat doublant,2024-06-28 00:47:34.392336
6784682023-04-07 08:07:12.802,Contrat doublant,2024-06-28 00:47:34.392336
6784682023-04-07 08:07:19.901,Contrat doublant,2024-06-28 00:47:34.392336
6784732023-04-07 09:23:59.693,Contrat doublant,2024-06-28 00:47:34.392336
6784732023-04-07 09:24:08.475,Contrat doublant,2024-06-28 00:47:34.392336
6784732023-04-07 09:24:17.210,Contrat doublant,2024-06-28 00:47:34.392336
6784962023-04-07 10:47:49.538,Contrat doublant,2024-06-28 00:47:34.392336
6784962023-04-07 10:47:59.604,Contrat doublant,2024-06-28 00:47:34.392336
6784972023-04-07 10:47:49.316,Contrat doublant,2024-06-28 00:47:34.392336
6784972023-04-07 10:47:59.817,Contrat doublant,2024-06-28 00:47:34.392336
6784972023-04-07 10:48:07.246,Contrat doublant,2024-06-28 00:47:34.392336
6785062023-04-07 11:57:49.046,Contrat doublant,2024-06-28 00:47:34.392336
6785062023-04-07 11:57:57.291,Contrat doublant,2024-06-28 00:47:34.392336
6785062023-04-07 11:58:05.118,Contrat doublant,2024-06-28 00:47:34.392336
6785232023-04-07 14:45:33.427,Contrat doublant,2024-06-28 00:47:34.392336
6785232023-04-07 14:45:41.880,Contrat doublant,2024-06-28 00:47:34.392336
6785232023-04-07 14:45:49.615,Contrat doublant,2024-06-28 00:47:34.392336
6785752023-04-11 12:17:12.867,Contrat doublant,2024-06-28 00:47:34.392336
6785752023-04-11 12:17:20.823,Contrat doublant,2024-06-28 00:47:34.392336
6785752023-04-11 12:17:28.023,Contrat doublant,2024-06-28 00:47:34.392336
6785772023-04-11 12:33:54.890,Contrat doublant,2024-06-28 00:47:34.392336
6785772023-04-11 12:34:02.701,Contrat doublant,2024-06-28 00:47:34.392336
6785772023-04-11 12:34:10.440,Contrat doublant,2024-06-28 00:47:34.392336
6785832023-04-11 13:01:29.813,Contrat doublant,2024-06-28 00:47:34.392336
6785832023-04-11 13:01:37.669,Contrat doublant,2024-06-28 00:47:34.392336
6785832023-04-11 13:01:44.956,Contrat doublant,2024-06-28 00:47:34.392336
6786212023-04-12 10:35:54.991,Contrat doublant,2024-06-28 00:47:34.392336
6786212023-04-12 10:36:02.825,Contrat doublant,2024-06-28 00:47:34.392336
6786212023-04-12 10:36:10.115,Contrat doublant,2024-06-28 00:47:34.392336
6786532023-04-12 13:08:16.029,Contrat doublant,2024-06-28 00:47:34.392336
6786532023-04-12 13:08:24.086,Contrat doublant,2024-06-28 00:47:34.392336
6786532023-04-12 13:08:31.542,Contrat doublant,2024-06-28 00:47:34.392336
6786712023-04-12 14:00:09.694,Contrat doublant,2024-06-28 00:47:34.392336
6786712023-04-12 14:00:16.911,Contrat doublant,2024-06-28 00:47:34.392336
6787012023-04-13 09:43:50.602,Contrat doublant,2024-06-28 00:47:34.392336
6787012023-04-13 09:43:58.204,Contrat doublant,2024-06-28 00:47:34.392336
6787012023-04-13 09:44:05.364,Contrat doublant,2024-06-28 00:47:34.392336
6787332023-04-13 12:03:33.248,Contrat doublant,2024-06-28 00:47:34.392336
6787332023-04-13 12:03:40.495,Contrat doublant,2024-06-28 00:47:34.392336
6787852023-04-14 08:40:21.431,Contrat doublant,2024-06-28 00:47:34.392336
6787852023-04-14 08:40:29.804,Contrat doublant,2024-06-28 00:47:34.392336
6787852023-04-14 08:40:37.715,Contrat doublant,2024-06-28 00:47:34.392336
6788322023-04-14 12:44:32.680,Contrat doublant,2024-06-28 00:47:34.392336
6788322023-04-14 12:44:41.428,Contrat doublant,2024-06-28 00:47:34.392336
6788332023-04-14 12:46:30.934,Contrat doublant,2024-06-28 00:47:34.392336
6788332023-04-14 12:46:39.011,Contrat doublant,2024-06-28 00:47:34.392336
6788352023-04-14 12:48:36.147,Contrat doublant,2024-06-28 00:47:34.392336
6788352023-04-14 12:48:45.003,Contrat doublant,2024-06-28 00:47:34.392336
6788352023-04-14 12:48:53.068,Contrat doublant,2024-06-28 00:47:34.392336
6788572023-04-14 13:58:45.935,Contrat doublant,2024-06-28 00:47:34.392336
6788572023-04-14 13:58:53.294,Contrat doublant,2024-06-28 00:47:34.392336
6788972023-04-16 05:13:47.654,Contrat doublant,2024-06-28 00:47:34.392336
6788972023-04-16 05:13:54.760,Contrat doublant,2024-06-28 00:47:34.392336
6789002023-04-17 08:17:45.250,Contrat doublant,2024-06-28 00:47:34.392336
6789002023-04-17 08:17:52.404,Contrat doublant,2024-06-28 00:47:34.392336
6789012023-04-17 08:19:58.288,Contrat doublant,2024-06-28 00:47:34.392336
6789012023-04-17 08:20:05.430,Contrat doublant,2024-06-28 00:47:34.392336
6789482023-04-17 12:37:03.582,Contrat doublant,2024-06-28 00:47:34.392336
6789482023-04-17 12:37:10.589,Contrat doublant,2024-06-28 00:47:34.392336
6789802023-04-17 14:50:22.480,Contrat doublant,2024-06-28 00:47:34.392336
6789802023-04-17 14:50:29.544,Contrat doublant,2024-06-28 00:47:34.392336
6790072023-04-17 17:40:38.172,Contrat doublant,2024-06-28 00:47:34.392336
6790072023-04-17 17:40:45.855,Contrat doublant,2024-06-28 00:47:34.392336
6790072023-04-17 17:40:53.040,Contrat doublant,2024-06-28 00:47:34.392336
6790152023-04-18 09:10:56.947,Contrat doublant,2024-06-28 00:47:34.392336
6790152023-04-18 09:11:04.540,Contrat doublant,2024-06-28 00:47:34.392336
6790152023-04-18 09:11:11.524,Contrat doublant,2024-06-28 00:47:34.392336
6790512023-04-18 11:31:48.642,Contrat doublant,2024-06-28 00:47:34.392336
6790512023-04-18 11:31:59.076,Contrat doublant,2024-06-28 00:47:34.392336
6790512023-04-18 11:32:07.465,Contrat doublant,2024-06-28 00:47:34.392336
6790522023-04-18 11:49:29.297,Contrat doublant,2024-06-28 00:47:34.392336
6790522023-04-18 11:49:37.356,Contrat doublant,2024-06-28 00:47:34.392336
6790522023-04-18 11:49:44.627,Contrat doublant,2024-06-28 00:47:34.392336
6791202023-04-19 11:55:50.483,Contrat doublant,2024-06-28 00:47:34.392336
6791202023-04-19 11:55:57.526,Contrat doublant,2024-06-28 00:47:34.392336
6791222023-04-19 12:06:39.650,Contrat doublant,2024-06-28 00:47:34.392336
6791222023-04-19 12:06:46.827,Contrat doublant,2024-06-28 00:47:34.392336
6791572023-04-20 07:19:57.042,Contrat doublant,2024-06-28 00:47:34.392336
6791572023-04-20 07:20:04.756,Contrat doublant,2024-06-28 00:47:34.392336
6791572023-04-20 07:20:12.107,Contrat doublant,2024-06-28 00:47:34.392336
6791582023-04-20 08:15:50.422,Contrat doublant,2024-06-28 00:47:34.392336
6791622023-04-20 08:23:11.715,Contrat doublant,2024-06-28 00:47:34.392336
6791622023-04-20 08:23:19.565,Contrat doublant,2024-06-28 00:47:34.392336
6791632023-04-20 08:24:19.478,Contrat doublant,2024-06-28 00:47:34.392336
6791632023-04-20 08:24:27.476,Contrat doublant,2024-06-28 00:47:34.392336
6791792023-04-20 10:09:21.436,Contrat doublant,2024-06-28 00:47:34.392336
6791792023-04-20 10:09:28.743,Contrat doublant,2024-06-28 00:47:34.392336
6791832023-04-20 10:25:41.728,Contrat doublant,2024-06-28 00:47:34.392336
6791832023-04-20 10:25:49.471,Contrat doublant,2024-06-28 00:47:34.392336
6791832023-04-20 10:25:56.882,Contrat doublant,2024-06-28 00:47:34.392336
6792142023-04-20 14:57:07.173,Contrat doublant,2024-06-28 00:47:34.392336
6792142023-04-20 14:57:14.351,Contrat doublant,2024-06-28 00:47:34.392336
6793462023-04-24 16:14:47.240,Contrat doublant,2024-06-28 00:47:34.392336
6793462023-04-24 16:14:54.357,Contrat doublant,2024-06-28 00:47:34.392336
6794512023-04-26 07:46:32.236,Contrat doublant,2024-06-28 00:47:34.392336
6794512023-04-26 07:46:43.640,Contrat doublant,2024-06-28 00:47:34.392336
6794512023-04-26 07:46:53.787,Contrat doublant,2024-06-28 00:47:34.392336
6794682023-04-26 10:12:26.065,Contrat doublant,2024-06-28 00:47:34.392336
6794682023-04-26 10:12:34.698,Contrat doublant,2024-06-28 00:47:34.392336
6794682023-04-26 10:12:42.772,Contrat doublant,2024-06-28 00:47:34.392336
6794852023-04-26 11:20:53.291,Contrat doublant,2024-06-28 00:47:34.392336
6794852023-04-26 11:21:01.926,Contrat doublant,2024-06-28 00:47:34.392336
6794852023-04-26 11:21:10.012,Contrat doublant,2024-06-28 00:47:34.392336
6795252023-04-26 14:12:18.170,Contrat doublant,2024-06-28 00:47:34.392336
6795252023-04-26 14:12:26.490,Contrat doublant,2024-06-28 00:47:34.392336
6795252023-04-26 14:12:33.790,Contrat doublant,2024-06-28 00:47:34.392336
6795262023-04-26 14:23:15.943,Contrat doublant,2024-06-28 00:47:34.392336
6795262023-04-26 14:23:24.020,Contrat doublant,2024-06-28 00:47:34.392336
6795262023-04-26 14:23:31.815,Contrat doublant,2024-06-28 00:47:34.392336
6795472023-04-27 08:20:51.397,Contrat doublant,2024-06-28 00:47:34.392336
6795472023-04-27 08:20:59.367,Contrat doublant,2024-06-28 00:47:34.392336
6795472023-04-27 08:21:06.687,Contrat doublant,2024-06-28 00:47:34.392336
6795612023-04-27 10:08:10.432,Contrat doublant,2024-06-28 00:47:34.392336
6795612023-04-27 10:08:19.321,Contrat doublant,2024-06-28 00:47:34.392336
6795612023-04-27 10:08:27.423,Contrat doublant,2024-06-28 00:47:34.392336
6795622023-04-27 10:09:22.494,Contrat doublant,2024-06-28 00:47:34.392336
6795622023-04-27 10:09:29.867,Contrat doublant,2024-06-28 00:47:34.392336
6795892023-04-27 15:46:45.295,Contrat doublant,2024-06-28 00:47:34.392336
6795892023-04-27 15:46:52.690,Contrat doublant,2024-06-28 00:47:34.392336
6795912023-04-27 15:53:25.285,Contrat doublant,2024-06-28 00:47:34.392336
6795912023-04-27 15:53:33.221,Contrat doublant,2024-06-28 00:47:34.392336
6795912023-04-27 15:53:40.900,Contrat doublant,2024-06-28 00:47:34.392336
6796082023-04-28 08:04:53.567,Contrat doublant,2024-06-28 00:47:34.392336
6796082023-04-28 08:05:01.352,Contrat doublant,2024-06-28 00:47:34.392336
6796172023-04-28 09:02:23.345,Contrat doublant,2024-06-28 00:47:34.392336
6796182023-04-28 09:03:28.293,Contrat doublant,2024-06-28 00:47:34.392336
6796212023-04-28 09:09:41.292,Contrat doublant,2024-06-28 00:47:34.392336
6796212023-04-28 09:09:48.924,Contrat doublant,2024-06-28 00:47:34.392336
6796222023-04-28 09:10:08.404,Contrat doublant,2024-06-28 00:47:34.392336
6796222023-04-28 09:10:16.301,Contrat doublant,2024-06-28 00:47:34.392336
6796342023-04-28 09:40:50.891,Contrat doublant,2024-06-28 00:47:34.392336
6796342023-04-28 09:40:59.045,Contrat doublant,2024-06-28 00:47:34.392336
6796362023-04-28 10:05:53.607,Contrat doublant,2024-06-28 00:47:34.392336
6796362023-04-28 10:06:01.767,Contrat doublant,2024-06-28 00:47:34.392336
6796372023-04-28 10:08:22.327,Contrat doublant,2024-06-28 00:47:34.392336
6796372023-04-28 10:08:30.455,Contrat doublant,2024-06-28 00:47:34.392336
6796392023-04-28 10:10:15.931,Contrat doublant,2024-06-28 00:47:34.392336
6796392023-04-28 10:10:24.056,Contrat doublant,2024-06-28 00:47:34.392336
6796402023-04-28 10:12:56.615,Contrat doublant,2024-06-28 00:47:34.392336
6796402023-04-28 10:13:04.419,Contrat doublant,2024-06-28 00:47:34.392336
6796422023-04-28 10:15:20.746,Contrat doublant,2024-06-28 00:47:34.392336
6796422023-04-28 10:15:28.727,Contrat doublant,2024-06-28 00:47:34.392336
6796482023-04-28 10:25:37.791,Contrat doublant,2024-06-28 00:47:34.392336
6796482023-04-28 10:25:46.008,Contrat doublant,2024-06-28 00:47:34.392336
6796492023-04-28 10:28:11.646,Contrat doublant,2024-06-28 00:47:34.392336
6796492023-04-28 10:28:19.523,Contrat doublant,2024-06-28 00:47:34.392336
6796542023-04-28 10:37:42.672,Contrat doublant,2024-06-28 00:47:34.392336
6796542023-04-28 10:37:50.553,Contrat doublant,2024-06-28 00:47:34.392336
6796572023-04-28 10:49:24.849,Contrat doublant,2024-06-28 00:47:34.392336
6796572023-04-28 10:49:32.813,Contrat doublant,2024-06-28 00:47:34.392336
6796642023-04-28 12:02:58.273,Contrat doublant,2024-06-28 00:47:34.392336
6796642023-04-28 12:03:06.205,Contrat doublant,2024-06-28 00:47:34.392336
6796742023-04-28 13:38:29.434,Contrat doublant,2024-06-28 00:47:34.392336
6796742023-04-28 13:38:37.633,Contrat doublant,2024-06-28 00:47:34.392336
6796742023-04-28 13:38:45.129,Contrat doublant,2024-06-28 00:47:34.392336
6796752023-04-28 13:43:26.230,Contrat doublant,2024-06-28 00:47:34.392336
6796752023-04-28 13:43:34.711,Contrat doublant,2024-06-28 00:47:34.392336
6797202023-04-28 16:03:02.228,Contrat doublant,2024-06-28 00:47:34.392336
6797202023-04-28 16:03:10.045,Contrat doublant,2024-06-28 00:47:34.392336
6797212023-04-28 16:04:15.264,Contrat doublant,2024-06-28 00:47:34.392336
6797212023-04-28 16:04:23.296,Contrat doublant,2024-06-28 00:47:34.392336
6797322023-04-29 09:22:29.886,Contrat doublant,2024-06-28 00:47:34.392336
6797322023-04-29 09:22:38.455,Contrat doublant,2024-06-28 00:47:34.392336
6797322023-04-29 09:22:46.474,Contrat doublant,2024-06-28 00:47:34.392336
6797502023-05-02 09:18:28.190,Contrat doublant,2024-06-28 00:47:34.392336
6797502023-05-02 09:18:36.171,Contrat doublant,2024-06-28 00:47:34.392336
6797502023-05-02 09:18:43.544,Contrat doublant,2024-06-28 00:47:34.392336
6798422023-05-03 09:13:28.963,Contrat doublant,2024-06-28 00:47:34.392336
6798422023-05-03 09:13:36.217,Contrat doublant,2024-06-28 00:47:34.392336
6798832023-05-03 14:08:26.269,Contrat doublant,2024-06-28 00:47:34.392336
6798832023-05-03 14:08:33.664,Contrat doublant,2024-06-28 00:47:34.392336
6798842023-05-03 14:14:41.892,Contrat doublant,2024-06-28 00:47:34.392336
6798842023-05-03 14:14:49.755,Contrat doublant,2024-06-28 00:47:34.392336
6798842023-05-03 14:14:57.097,Contrat doublant,2024-06-28 00:47:34.392336
6798972023-05-03 15:09:44.138,Contrat doublant,2024-06-28 00:47:34.392336
6798972023-05-03 15:09:52.704,Contrat doublant,2024-06-28 00:47:34.392336
6798972023-05-03 15:10:01.670,Contrat doublant,2024-06-28 00:47:34.392336
6799712023-05-04 14:11:22.161,Contrat doublant,2024-06-28 00:47:34.392336
6799712023-05-04 14:11:30.980,Contrat doublant,2024-06-28 00:47:34.392336
6799712023-05-04 14:11:39.436,Contrat doublant,2024-06-28 00:47:34.392336
6800462023-05-05 15:21:21.179,Contrat doublant,2024-06-28 00:47:34.392336
6800462023-05-05 15:21:28.963,Contrat doublant,2024-06-28 00:47:34.392336
6800922023-05-09 07:43:21.630,Contrat doublant,2024-06-28 00:47:34.392336
6800922023-05-09 07:43:29.255,Contrat doublant,2024-06-28 00:47:34.392336
6800942023-05-09 07:44:16.740,Contrat doublant,2024-06-28 00:47:34.392336
6800942023-05-09 07:44:23.768,Contrat doublant,2024-06-28 00:47:34.392336
6800952023-05-09 07:45:07.456,Contrat doublant,2024-06-28 00:47:34.392336
6800952023-05-09 07:45:14.452,Contrat doublant,2024-06-28 00:47:34.392336
6800992023-05-09 07:48:33.894,Contrat doublant,2024-06-28 00:47:34.392336
6800992023-05-09 07:48:40.999,Contrat doublant,2024-06-28 00:47:34.392336
6801012023-05-09 07:52:02.529,Contrat doublant,2024-06-28 00:47:34.392336
6801012023-05-09 07:52:09.518,Contrat doublant,2024-06-28 00:47:34.392336
6801092023-05-09 08:05:11.638,Contrat doublant,2024-06-28 00:47:34.392336
6801092023-05-09 08:05:19.214,Contrat doublant,2024-06-28 00:47:34.392336
6801092023-05-09 08:05:26.206,Contrat doublant,2024-06-28 00:47:34.392336
6801112023-05-09 08:13:51.527,Contrat doublant,2024-06-28 00:47:34.392336
6801112023-05-09 08:13:58.727,Contrat doublant,2024-06-28 00:47:34.392336
6801312023-05-09 09:34:09.445,Contrat doublant,2024-06-28 00:47:34.392336
6801312023-05-09 09:34:17.372,Contrat doublant,2024-06-28 00:47:34.392336
6801312023-05-09 09:34:24.839,Contrat doublant,2024-06-28 00:47:34.392336
6802132023-05-10 07:54:10.059,Contrat doublant,2024-06-28 00:47:34.392336
6802142023-05-10 07:58:09.024,Contrat doublant,2024-06-28 00:47:34.392336
6802192023-05-10 08:37:36.816,Contrat doublant,2024-06-28 00:47:34.392336
6802232023-05-10 09:00:09.013,Contrat doublant,2024-06-28 00:47:34.392336
6802232023-05-10 09:00:17.168,Contrat doublant,2024-06-28 00:47:34.392336
6802742023-05-10 14:15:31.489,Contrat doublant,2024-06-28 00:47:34.392336
6802742023-05-10 14:15:39.858,Contrat doublant,2024-06-28 00:47:34.392336
6802742023-05-10 14:15:47.776,Contrat doublant,2024-06-28 00:47:34.392336
6802952023-05-11 07:02:38.934,Contrat doublant,2024-06-28 00:47:34.392336
6802952023-05-11 07:02:46.919,Contrat doublant,2024-06-28 00:47:34.392336
6803252023-05-11 10:59:35.459,Contrat doublant,2024-06-28 00:47:34.392336
6803252023-05-11 10:59:44.683,Contrat doublant,2024-06-28 00:47:34.392336
6803252023-05-11 10:59:53.206,Contrat doublant,2024-06-28 00:47:34.392336
6803412023-05-11 13:56:05.206,Contrat doublant,2024-06-28 00:47:34.392336
6803412023-05-11 13:56:13.109,Contrat doublant,2024-06-28 00:47:34.392336
6803412023-05-11 13:56:20.478,Contrat doublant,2024-06-28 00:47:34.392336
6803682023-05-11 15:53:18.261,Contrat doublant,2024-06-28 00:47:34.392336
6803682023-05-11 15:53:26.876,Contrat doublant,2024-06-28 00:47:34.392336
6803682023-05-11 15:53:34.688,Contrat doublant,2024-06-28 00:47:34.392336
6803792023-05-12 07:31:18.185,Contrat doublant,2024-06-28 00:47:34.392336
6803792023-05-12 07:31:28.429,Contrat doublant,2024-06-28 00:47:34.392336
6803792023-05-12 07:31:38.422,Contrat doublant,2024-06-28 00:47:34.392336
6804662023-05-15 08:42:12.778,Contrat doublant,2024-06-28 00:47:34.392336
6804662023-05-15 08:42:28.149,Contrat doublant,2024-06-28 00:47:34.392336
6804672023-05-15 08:42:25.970,Contrat doublant,2024-06-28 00:47:34.392336
6804672023-05-15 08:42:38.125,Contrat doublant,2024-06-28 00:47:34.392336
6804682023-05-15 08:42:16.134,Contrat doublant,2024-06-28 00:47:34.392336
6804682023-05-15 08:42:31.323,Contrat doublant,2024-06-28 00:47:34.392336
6804682023-05-15 08:42:44.145,Contrat doublant,2024-06-28 00:47:34.392336
6805812023-05-16 11:07:26.791,Contrat doublant,2024-06-28 00:47:34.392336
6805812023-05-16 11:07:34.996,Contrat doublant,2024-06-28 00:47:34.392336
6805812023-05-16 11:07:42.777,Contrat doublant,2024-06-28 00:47:34.392336
6806432023-05-17 07:03:34.964,Contrat doublant,2024-06-28 00:47:34.392336
6806432023-05-17 07:03:42.734,Contrat doublant,2024-06-28 00:47:34.392336
6806442023-05-17 07:07:35.020,Contrat doublant,2024-06-28 00:47:34.392336
6806442023-05-17 07:07:43.058,Contrat doublant,2024-06-28 00:47:34.392336
6806442023-05-17 07:07:50.682,Contrat doublant,2024-06-28 00:47:34.392336
6806752023-05-17 10:44:54.289,Contrat doublant,2024-06-28 00:47:34.392336
6806752023-05-17 10:45:01.894,Contrat doublant,2024-06-28 00:47:34.392336
6807102023-05-17 14:20:44.743,Contrat doublant,2024-06-28 00:47:34.392336
6807102023-05-17 14:20:53.246,Contrat doublant,2024-06-28 00:47:34.392336
6807102023-05-17 14:21:01.041,Contrat doublant,2024-06-28 00:47:34.392336
6807212023-05-17 15:26:03.632,Contrat doublant,2024-06-28 00:47:34.392336
6807212023-05-17 15:26:11.205,Contrat doublant,2024-06-28 00:47:34.392336
6807272023-05-17 15:40:32.025,Contrat doublant,2024-06-28 00:47:34.392336
6807272023-05-17 15:40:39.630,Contrat doublant,2024-06-28 00:47:34.392336
6807282023-05-17 15:45:57.702,Contrat doublant,2024-06-28 00:47:34.392336
6807282023-05-17 15:46:05.407,Contrat doublant,2024-06-28 00:47:34.392336
6807312023-05-17 16:02:38.621,Contrat doublant,2024-06-28 00:47:34.392336
6807312023-05-17 16:02:46.110,Contrat doublant,2024-06-28 00:47:34.392336
6807322023-05-17 16:03:26.976,Contrat doublant,2024-06-28 00:47:34.392336
