id,id_x
6793482023-04-24 16:22:56.791,
6794332023-04-25 14:50:16.074,
6794822023-04-26 11:02:07.108,
6794832023-04-26 11:04:45.780,
6795082023-04-26 12:11:30.659,
6795162023-04-26 12:58:01.163,
6795242023-04-26 13:32:28.673,
6795452023-04-27 06:58:51.498,
6795602023-04-27 09:59:41.348,
6795762023-04-27 13:50:26.468,
6795772023-04-27 14:01:06.787,
6795902023-04-27 15:50:27.768,
6795922023-04-27 16:02:06.240,
6796332023-04-28 09:39:29.252,
6796562023-04-28 10:45:01.053,
6796712023-04-28 13:05:55.918,
6796792023-04-28 13:58:47.371,
6796812023-04-28 13:59:38.194,
6797262023-04-28 16:47:03.029,
6797422023-05-02 08:42:08.056,
6797512023-05-02 09:20:33.027,
6797862023-05-02 11:53:11.060,
6798352023-05-03 08:09:46.209,
6798402023-05-03 09:00:56.972,
6798432023-05-03 09:14:14.607,
6798662023-05-03 11:06:06.501,
6799172023-05-04 08:05:17.466,
6799272023-05-04 09:20:27.099,
6799522023-05-04 11:44:30.405,
6799702023-05-04 14:10:18.281,
6799772023-05-04 14:41:40.783,
6801102023-05-09 08:06:44.264,
6801272023-05-09 09:26:23.691,
6801332023-05-09 09:35:20.816,
6801452023-05-09 10:33:15.869,
6801892023-05-09 14:43:06.931,
6801972023-05-09 15:55:08.462,
6802912023-05-10 16:22:19.607,
6802932023-05-10 16:53:26.879,
6802962023-05-11 07:34:55.567,
6803302023-05-11 12:17:05.188,
6803422023-05-11 14:00:47.166,
6803432023-05-11 14:07:40.058,
6804262023-05-12 13:28:33.196,
6804322023-05-12 13:57:43.711,
6804342023-05-12 14:04:49.918,
6804412023-05-12 15:07:23.946,
6804522023-05-12 16:18:55.029,
6804652023-05-15 08:26:01.751,
6804712023-05-15 09:04:55.851,
6804732023-05-15 09:25:25.354,
6804852023-05-15 10:34:52.882,
6804962023-05-15 11:03:46.773,
6805032023-05-15 12:32:18.411,
6805162023-05-15 14:03:56.432,
6805732023-05-16 10:28:22.502,
6806062023-05-16 14:06:03.291,
6806462023-05-17 08:18:28.548,
6806722023-05-17 10:29:00.546,
6806822023-05-17 12:07:51.734,
6806852023-05-17 12:19:18.015,
6807082023-05-17 14:17:26.807,
6807152023-05-17 14:48:43.055,
6807162023-05-17 14:58:05.215,
6807632023-05-18 10:18:57.206,
6807662023-05-18 12:34:12.831,
6807702023-05-18 14:41:30.418,
6807772023-05-18 15:15:21.707,
6807842023-05-19 07:20:47.370,
6808032023-05-19 09:05:29.108,
6808052023-05-19 09:18:23.496,
6808122023-05-19 10:11:30.944,
6808192023-05-19 10:42:45.771,
6808242023-05-19 11:20:16.418,
6808272023-05-19 12:01:08.102,
6808342023-05-19 13:01:49.866,
6808382023-05-19 13:44:01.594,
6808422023-05-19 14:46:45.065,
6808462023-05-19 15:31:14.456,
6808472023-05-19 15:32:28.973,
6808512023-05-19 15:51:22.718,
6808592023-05-20 12:02:20.857,
6808662023-05-22 08:05:21.476,
6808872023-05-22 10:00:58.275,
6809012023-05-22 11:49:52.527,
6809342023-05-22 13:39:12.950,
6809392023-05-22 14:18:26.691,
6809662023-05-22 15:23:59.866,
6810052023-05-23 09:02:41.491,
6810062023-05-23 09:08:00.109,
6810072023-05-23 09:09:11.870,
6810152023-05-23 09:33:46.108,
6810302023-05-23 10:06:08.714,
6810432023-05-23 12:13:31.555,
6810622023-05-23 13:29:41.447,
6811052023-05-23 15:35:35.694,
6811202023-05-23 17:01:47.134,
6811292023-05-24 08:37:35.185,
6811362023-05-24 08:51:46.608,
6811592023-05-24 09:13:52.202,
6811602023-05-24 09:18:02.986,
6811752023-05-24 10:31:44.381,
6811832023-05-24 10:45:20.109,
6812112023-05-24 11:33:43.977,
6812182023-05-24 12:17:18.411,
6812292023-05-24 13:09:25.087,
6814122023-05-25 14:24:04.797,
6814582023-05-25 15:17:56.673,
6815492023-05-26 10:33:12.310,
6815592023-05-26 11:57:44.518,
6815802023-05-26 14:05:31.757,
6815992023-05-26 15:25:25.356,
6816082023-05-26 16:03:18.157,
6816282023-05-29 09:55:53.562,
6817162023-05-30 08:59:26.943,
6817912023-05-30 13:11:53.883,
6817942023-05-30 13:15:29.573,
6818212023-05-30 14:35:42.910,
6818262023-05-30 14:41:32.217,
6818432023-05-30 15:46:52.669,
6818662023-05-31 07:59:50.906,
6818702023-05-31 08:54:19.196,
6819122023-05-31 13:01:56.232,
6819432023-05-31 13:47:48.542,
6819452023-05-31 13:51:36.085,
6819472023-05-31 13:57:35.926,
6819602023-05-31 14:17:55.655,
6819792023-05-31 14:42:11.344,
6819812023-05-31 14:54:28.660,
6819972023-05-31 15:51:26.115,
6820152023-05-31 17:31:01.753,
6820462023-06-01 09:16:49.047,
6820632023-06-01 09:50:22.189,
6820692023-06-01 10:12:00.272,
6820822023-06-01 10:51:16.105,
6820832023-06-01 11:16:11.903,
6821392023-06-01 14:49:03.646,
6821602023-06-01 16:14:45.696,
6822292023-06-02 13:29:49.863,
6822782023-06-05 09:02:48.903,
6822812023-06-05 09:18:55.463,
6822892023-06-05 10:03:27.507,
6822972023-06-05 11:12:39.233,
6822992023-06-05 11:15:38.069,
6823162023-06-05 13:11:47.878,
6823172023-06-05 13:16:24.769,
6823212023-06-05 13:46:58.841,
6823562023-06-05 15:33:17.019,
6823672023-06-05 16:26:41.270,
6824152023-06-06 08:08:09.894,
6824282023-06-06 08:35:34.119,
6824702023-06-06 09:51:14.957,
6825662023-06-07 09:33:37.493,
6825682023-06-07 09:37:36.678,
6825702023-06-07 09:40:01.255,
6825712023-06-07 09:45:41.790,
6826502023-06-07 13:12:55.457,
6826512023-06-07 13:14:58.104,
6826532023-06-07 13:16:44.269,
6826892023-06-07 15:49:03.258,
6826992023-06-08 07:14:49.778,
6827072023-06-08 08:22:39.207,
6827252023-06-08 09:58:51.749,
6827262023-06-08 10:12:13.614,
6827422023-06-08 11:30:23.214,
6827502023-06-08 13:22:17.400,
6828082023-06-09 12:13:14.715,
6828132023-06-09 14:00:30.840,
6828142023-06-09 14:02:34.821,
6828172023-06-09 14:26:49.231,
6828182023-06-09 14:30:26.227,
6828192023-06-09 14:39:44.597,
6828532023-06-12 08:31:10.353,
6828902023-06-12 14:47:01.914,
6829092023-06-12 16:38:42.814,
6829302023-06-13 10:51:12.326,
6829322023-06-13 10:57:01.962,
6829412023-06-13 13:24:01.319,
6829512023-06-13 14:43:45.033,
6829702023-06-14 07:26:12.697,
6829992023-06-14 11:24:52.832,
6830032023-06-14 12:51:45.243,
6830052023-06-14 13:00:59.592,
6830062023-06-14 13:01:24.704,
6830092023-06-14 13:22:35.637,
6830442023-06-15 09:21:00.138,
6830542023-06-15 10:59:46.902,
6830612023-06-15 11:45:50.980,
6830672023-06-15 13:04:08.714,
6831462023-06-16 14:18:22.952,
6832242023-06-19 13:15:51.850,
6832272023-06-19 13:21:37.658,
6832932023-06-20 07:38:55.142,
6832992023-06-20 08:46:40.202,
6833042023-06-20 09:54:32.205,
6833302023-06-20 12:33:37.494,
6833362023-06-20 13:17:15.756,
6833522023-06-20 15:08:59.630,
6834132023-06-21 12:36:43.881,
6834312023-06-21 16:14:13.487,
6835092023-06-22 12:41:10.523,
6835162023-06-22 12:57:28.582,
6835212023-06-22 13:17:40.016,
6835222023-06-22 13:17:56.227,
6835842023-06-23 10:24:53.528,
6836152023-06-23 13:04:47.399,
6836622023-06-24 07:34:10.219,
6836702023-06-26 08:08:22.527,
6836822023-06-26 09:12:38.086,
6836862023-06-26 10:06:46.585,
6837212023-06-26 15:46:40.818,
6837322023-06-27 08:40:53.559,
6837502023-06-27 11:18:55.711,
6837512023-06-27 12:23:16.260,
6838032023-06-28 08:20:14.915,
6838122023-06-28 09:46:04.048,
6838362023-06-28 15:31:54.206,
6838482023-06-29 09:04:10.404,
6838532023-06-29 12:35:02.408,
6838552023-06-29 12:45:13.369,
6838622023-06-30 08:34:44.572,
6838722023-06-30 10:42:08.942,
6838872023-06-30 13:44:47.800,
6839512023-07-03 15:17:33.044,
6839722023-07-04 08:44:04.911,
6839902023-07-04 10:53:55.936,
6840472023-07-04 17:22:23.840,
6840522023-07-05 08:41:28.473,
6840592023-07-05 09:02:30.055,
6840672023-07-05 09:29:46.291,
6840722023-07-05 10:25:58.840,
6841042023-07-06 08:23:29.605,
6841202023-07-06 10:02:00.590,
6841382023-07-06 13:43:58.520,
6841492023-07-06 15:33:54.950,
6841522023-07-06 15:52:28.669,
6842242023-07-07 14:47:05.069,
6842492023-07-10 08:08:42.670,
6842922023-07-10 14:24:07.504,
6843042023-07-10 15:47:11.901,
6843132023-07-10 16:15:22.330,
6843882023-07-11 12:16:24.178,
6843962023-07-11 12:39:32.618,
6844012023-07-11 13:12:07.140,
6844172023-07-11 14:59:04.215,
6844202023-07-11 15:38:35.334,
6844222023-07-11 16:10:24.818,
6844312023-07-12 08:51:11.044,
6844712023-07-12 11:53:50.118,
6845462023-07-12 15:48:16.552,
6845802023-07-13 09:34:16.039,
6846402023-07-17 09:35:13.919,
6846752023-07-17 13:49:39.620,
6846792023-07-17 13:55:39.608,
6847022023-07-18 07:36:50.140,
6847662023-07-18 13:00:45.436,
6848092023-07-19 07:54:19.369,
6848522023-07-19 13:14:26.417,
6848642023-07-19 14:43:59.616,
6848702023-07-19 15:09:31.673,
6849252023-07-20 11:20:46.577,
6849262023-07-20 11:54:49.463,
6849542023-07-20 15:48:29.820,
6849852023-07-21 08:55:25.303,
6850152023-07-21 14:10:33.469,
6850352023-07-24 07:57:07.395,
6850462023-07-24 09:15:50.091,
6850862023-07-24 13:51:43.104,
6851422023-07-25 09:50:50.618,
6851482023-07-25 10:23:18.851,
6851552023-07-25 11:36:51.006,
6851592023-07-25 12:41:35.226,
6851602023-07-25 12:43:26.991,
6852332023-07-26 10:34:15.758,
6852532023-07-26 12:33:06.447,
6852862023-07-26 15:05:15.128,
6853002023-07-26 17:02:21.620,
6853392023-07-27 13:01:19.841,
6853582023-07-27 13:54:12.582,
6854442023-07-28 08:07:53.771,
6854832023-07-28 13:37:39.407,
6855242023-07-29 09:07:35.615,
6856022023-08-01 08:38:12.115,
6856382023-08-01 15:30:10.154,
6856532023-08-02 09:17:32.654,
6857032023-08-03 12:22:00.524,
6857122023-08-03 14:29:33.441,
6857222023-08-03 16:33:14.614,
6857242023-08-03 17:07:16.488,
6857252023-08-03 17:23:14.668,
6857412023-08-04 09:20:15.438,
6857482023-08-04 10:03:29.987,
6857802023-08-04 14:40:54.156,
6857832023-08-04 15:41:52.968,
6857952023-08-07 08:53:01.151,
6858172023-08-07 10:49:36.624,
6858272023-08-07 12:36:40.316,
6858912023-08-08 08:23:42.713,
6858982023-08-08 10:13:41.847,
6859012023-08-08 11:23:20.531,
6859362023-08-08 14:28:00.681,
6859372023-08-08 14:39:07.427,
6859432023-08-08 15:45:40.079,
6859682023-08-09 09:13:00.006,
6859742023-08-09 10:06:34.553,
6859762023-08-09 10:16:42.770,
6860022023-08-09 13:18:14.698,
6860032023-08-09 13:19:43.107,
6860682023-08-10 10:06:42.964,
6860772023-08-10 10:27:19.617,
6860982023-08-10 14:13:39.123,
6861082023-08-10 15:24:02.643,
6861592023-08-11 13:09:50.951,
6861682023-08-11 14:40:39.528,
6862522023-08-14 14:10:45.570,
6862572023-08-14 15:13:17.443,
6862682023-08-15 13:51:29.946,
6862732023-08-16 08:36:42.996,
6863582023-08-17 09:00:18.581,
6863632023-08-17 09:37:02.176,
6863762023-08-17 13:00:20.552,
6863962023-08-18 10:26:27.571,
6864022023-08-18 11:12:47.326,
6864342023-08-21 07:24:28.023,
6865202023-08-21 15:53:14.562,
6865252023-08-21 16:53:09.513,
6865272023-08-22 08:05:53.866,
6865322023-08-22 09:25:44.685,
6865362023-08-22 10:09:37.640,
6865422023-08-22 10:53:50.761,
6865512023-08-22 12:54:59.520,
6865572023-08-22 14:11:27.148,
6866232023-08-23 11:04:26.064,
6866382023-08-23 13:24:08.215,
6866702023-08-24 08:10:49.618,
6867042023-08-24 16:42:50.234,
6867112023-08-25 08:21:03.616,
6867182023-08-25 08:47:03.176,
6867542023-08-25 13:29:33.584,
6867722023-08-28 08:40:13.768,
6867862023-08-28 10:20:45.343,
6867932023-08-28 13:34:08.741,
6867992023-08-28 14:11:47.248,
6868052023-08-28 15:06:45.993,
6868252023-08-29 08:10:49.142,
6868262023-08-29 08:15:55.090,
6868272023-08-29 08:16:51.591,
6868622023-08-29 14:26:39.557,
6868732023-08-29 15:09:31.877,
6868952023-08-30 08:51:43.718,
6869012023-08-30 09:01:34.641,
6869512023-08-30 16:33:07.707,
6869942023-08-31 11:16:36.895,
6869952023-08-31 11:16:51.978,
6870492023-08-31 15:11:56.429,
6870522023-08-31 15:26:27.776,
6870572023-08-31 16:05:30.900,
6870612023-08-31 16:42:03.377,
6870892023-09-01 09:59:45.230,
6871552023-09-01 16:29:23.378,
6871612023-09-04 08:16:11.694,
6871652023-09-04 08:38:14.000,
6872052023-09-04 14:25:08.160,
6872882023-09-04 16:02:04.205,
6872922023-09-04 17:07:06.771,
6873012023-09-05 07:52:10.559,
6873592023-09-05 13:54:02.574,
6874202023-09-06 14:25:20.736,
6874692023-09-07 07:58:41.148,
6874712023-09-07 08:08:33.892,
6874812023-09-07 09:06:21.634,
6875072023-09-07 10:40:45.150,
6875232023-09-07 13:03:46.887,
6875252023-09-07 13:19:55.815,
6877342023-09-11 11:02:49.906,
6877442023-09-11 12:15:13.098,
6877602023-09-11 13:39:35.836,
6878112023-09-12 08:12:59.487,
6878232023-09-12 09:04:45.405,
6878312023-09-12 09:32:15.270,
6878402023-09-12 10:25:46.355,
6878492023-09-12 12:33:23.182,
6878892023-09-12 15:35:26.282,
6879472023-09-13 12:24:54.161,
6880362023-09-14 11:57:03.270,
6880422023-09-14 12:51:13.310,
6880692023-09-14 14:29:19.469,
6881412023-09-15 08:37:59.772,
6881752023-09-15 11:15:33.776,
6882862023-09-18 11:52:03.390,
6882902023-09-18 12:14:55.628,
6883402023-09-18 15:19:39.174,
6883772023-09-19 08:51:50.816,
6883872023-09-19 09:27:42.685,
6883932023-09-19 09:58:02.190,
6884272023-09-19 13:24:32.756,
6884402023-09-19 14:00:26.555,
6884822023-09-20 08:24:36.235,
6884942023-09-20 08:40:47.736,
6884952023-09-20 08:42:57.876,
6885362023-09-20 10:17:52.949,
6885702023-09-20 14:10:09.207,
6885732023-09-20 14:25:46.029,
6886282023-09-21 11:16:40.103,
6886292023-09-21 12:13:28.638,
6886382023-09-21 13:01:13.155,
6886692023-09-21 15:35:54.232,
6886892023-09-22 07:43:42.902,
6886912023-09-22 08:21:09.296,
6887092023-09-22 09:43:07.959,
6887542023-09-22 13:12:02.543,
6887552023-09-22 13:12:30.029,
6888122023-09-22 14:58:49.839,
6888342023-09-22 15:53:52.618,
6888582023-09-23 08:22:58.744,
6889042023-09-25 10:31:01.927,
6889392023-09-25 14:51:37.072,
6889402023-09-25 15:29:32.269,
6889672023-09-26 07:36:53.917,
6890082023-09-26 12:48:19.452,
6890322023-09-26 15:25:03.741,
6890342023-09-26 15:45:00.848,
6891022023-09-27 13:15:33.467,
6891802023-09-28 09:06:22.319,
6891962023-09-28 10:22:13.317,
6892252023-09-28 12:09:43.068,
6892312023-09-28 12:34:45.255,
6892362023-09-28 13:11:23.430,
6892452023-09-28 13:44:36.498,
6892782023-09-28 15:39:23.672,
6892952023-09-28 16:30:55.821,
6893192023-09-29 09:03:14.399,
6893292023-09-29 09:43:42.963,
6893312023-09-29 09:44:58.249,
6893452023-09-29 10:23:32.709,
6893502023-09-29 10:53:02.680,
6893622023-09-29 12:25:24.828,
6893922023-09-29 14:50:53.271,
6894072023-09-29 15:30:27.068,
6894112023-09-29 15:57:22.858,
6894452023-10-02 09:24:52.558,
6894562023-10-02 11:01:34.670,
6894792023-10-02 12:57:37.494,
6895042023-10-02 15:18:27.517,
6895462023-10-03 08:20:33.546,
6895582023-10-03 09:46:31.266,
6896002023-10-03 12:28:00.002,
6896242023-10-03 16:01:47.117,
6896492023-10-04 07:24:03.235,
6897392023-10-04 12:46:14.561,
6897492023-10-04 13:15:22.379,
6897592023-10-04 13:40:44.419,
6897872023-10-04 14:50:36.146,
6897922023-10-04 15:06:15.575,
6898032023-10-04 15:52:51.884,
6898102023-10-04 16:10:40.354,
6898442023-10-05 09:05:20.946,
6898452023-10-05 09:11:05.765,
6898672023-10-05 11:41:07.481,
6898862023-10-05 14:29:46.170,
6900072023-10-06 11:22:55.239,
6900422023-10-06 13:28:11.278,
6901252023-10-06 16:37:49.766,
6901482023-10-09 08:36:31.848,
6902002023-10-09 11:01:51.801,
6902192023-10-09 12:59:20.388,
6902402023-10-09 14:25:15.768,
6902872023-10-09 16:35:45.723,
6902992023-10-09 17:12:59.668,
6903812023-10-10 12:34:09.754,
6904012023-10-10 13:40:39.371,
6904392023-10-10 17:09:46.100,
6905412023-10-11 12:45:00.310,
6905422023-10-11 12:59:15.080,
6905702023-10-11 16:35:51.432,
6905932023-10-12 08:01:13.156,
6906552023-10-12 13:48:52.663,
6906572023-10-12 13:57:35.950,
6906592023-10-12 14:02:13.583,
6906772023-10-12 14:55:54.086,
6907272023-10-12 17:07:50.585,
6907462023-10-13 08:26:57.036,
6907512023-10-13 08:39:20.687,
6907682023-10-13 09:30:23.615,
6907912023-10-13 10:30:48.950,
6907922023-10-13 10:32:56.645,
6908082023-10-13 12:00:01.620,
6908372023-10-13 13:16:17.676,
6908992023-10-13 16:28:08.905,
6909212023-10-16 09:06:41.697,
6909382023-10-16 10:07:45.595,
6909422023-10-16 10:14:44.466,
6909452023-10-16 10:21:11.991,
6909522023-10-16 11:00:50.062,
6909642023-10-16 12:34:14.668,
6909752023-10-16 13:30:08.491,
6909932023-10-16 14:08:58.078,
6910552023-10-17 08:20:37.089,
6910562023-10-17 08:22:11.262,
6910592023-10-17 08:45:07.975,
6910712023-10-17 09:55:30.835,
6911052023-10-17 12:39:04.293,
6911202023-10-17 13:40:55.650,
6911332023-10-17 14:04:58.672,
6911352023-10-17 14:11:28.652,
6911442023-10-17 14:37:50.331,
6911922023-10-18 07:34:56.016,
6912022023-10-18 09:10:23.343,
6912132023-10-18 10:26:55.137,
6912292023-10-18 11:14:50.749,
6912452023-10-18 12:48:41.431,
6913072023-10-18 16:15:49.814,
6913482023-10-19 07:32:03.373,
6913752023-10-19 09:44:54.748,
6914302023-10-19 13:13:28.823,
6914352023-10-19 13:22:30.752,
6914782023-10-19 15:13:26.731,
6917392023-10-20 16:05:31.652,
6917802023-10-23 08:17:50.625,
6917882023-10-23 10:02:24.892,
6918682023-10-23 14:19:31.688,
6919752023-10-24 08:24:57.538,
6919822023-10-24 08:44:53.532,
6920262023-10-24 10:16:30.446,
6922412023-10-25 12:43:40.480,
6923342023-10-25 16:40:42.432,
6924272023-10-26 12:20:15.134,
6924332023-10-26 12:38:00.250,
6925502023-10-27 07:27:45.643,
6926992023-10-30 09:11:05.577,
6927172023-10-30 09:59:18.740,
6928372023-10-30 16:46:54.794,
6928432023-10-30 16:55:49.804,
6928452023-10-30 17:00:55.753,
6929392023-10-31 10:44:15.310,
6930422023-10-31 16:17:22.589,
6930812023-11-02 09:49:02.833,
6932122023-11-02 16:23:40.274,
6932582023-11-03 10:09:43.530,
6932592023-11-03 10:12:55.476,
6933272023-11-03 14:40:58.458,
6933332023-11-03 15:05:53.250,
6933612023-11-04 08:27:36.971,
6934622023-11-06 12:39:49.437,
6935752023-11-07 08:44:27.620,
6936232023-11-07 10:44:12.626,
6937672023-11-07 16:16:47.449,
6937952023-11-07 16:34:55.522,
6939392023-11-08 11:15:11.248,
6941042023-11-08 17:17:26.014,
6941412023-11-09 09:47:17.303,
6941672023-11-09 10:41:43.925,
6941832023-11-09 11:19:54.847,
6942252023-11-09 13:54:35.429,
6942382023-11-09 14:04:37.835,
6942472023-11-09 14:17:26.048,
6943272023-11-09 17:09:17.980,
6944012023-11-10 09:50:56.502,
6944052023-11-10 10:06:52.745,
6944312023-11-10 11:12:40.217,
6944642023-11-10 14:25:40.366,
6945342023-11-10 17:34:36.516,
6946882023-11-13 13:43:58.010,
6947382023-11-13 15:10:30.310,
6947562023-11-13 15:44:30.604,
6948092023-11-14 08:42:02.768,
6949322023-11-14 15:18:39.544,
6949422023-11-14 16:21:10.360,
6949452023-11-14 16:48:58.590,
6949782023-11-15 08:53:16.781,
6950142023-11-15 10:23:38.543,
6950462023-11-15 11:30:04.413,
6950482023-11-15 11:35:06.436,
6950572023-11-15 11:51:28.792,
6950612023-11-15 12:03:42.599,
6950642023-11-15 12:10:29.078,
6951082023-11-15 14:13:57.833,
6951292023-11-15 15:22:49.506,
6951352023-11-15 15:35:11.181,
6952432023-11-16 09:57:24.628,
6953252023-11-16 11:43:22.620,
6953452023-11-16 12:10:02.911,
6953542023-11-16 13:06:42.221,
6953982023-11-16 13:51:09.377,
6954392023-11-16 14:52:48.277,
6954692023-11-16 16:07:28.830,
6955282023-11-16 17:32:20.134,
6955662023-11-17 09:57:46.216,
6955722023-11-17 10:14:48.065,
6955772023-11-17 10:36:29.624,
6955862023-11-17 10:54:36.994,
6956202023-11-17 13:13:19.862,
6957292023-11-17 16:05:06.826,
6958012023-11-20 08:48:33.855,
6958032023-11-20 09:06:03.706,
6958042023-11-20 09:16:58.728,
6958062023-11-20 09:24:14.189,
6958142023-11-20 09:52:32.655,
6958382023-11-20 10:42:05.659,
6958422023-11-20 10:59:22.738,
6958572023-11-20 11:23:58.280,
6958632023-11-20 11:43:05.855,
6958812023-11-20 12:54:27.785,
6958982023-11-20 13:35:03.686,
6959462023-11-20 15:05:26.120,
6959582023-11-20 15:50:57.325,
6959602023-11-20 15:56:01.439,
6960082023-11-20 17:39:15.278,
6960662023-11-21 09:45:51.927,
6961052023-11-21 11:29:54.682,
6961292023-11-21 13:32:37.151,
6961682023-11-21 15:03:01.446,
6961962023-11-21 15:56:22.042,
6962002023-11-21 16:05:43.343,
6962202023-11-21 17:24:45.544,
6962242023-11-21 17:37:49.079,
6962422023-11-22 08:39:57.462,
6962502023-11-22 09:39:50.200,
6963222023-11-22 12:50:34.416,
6963232023-11-22 12:56:33.688,
6963292023-11-22 13:06:47.442,
6963612023-11-22 14:04:34.294,
6963932023-11-22 15:17:54.582,
6964022023-11-22 15:38:14.392,
6964222023-11-22 16:42:17.637,
6964242023-11-22 16:54:02.340,
6964272023-11-22 16:56:45.978,
6964712023-11-22 18:15:28.876,
6965152023-11-23 08:57:57.339,
6965582023-11-23 10:07:27.434,
6966772023-11-23 15:18:06.475,
6966892023-11-23 15:45:29.533,
6966902023-11-23 15:45:41.143,
6966912023-11-23 15:58:39.642,
6967012023-11-23 16:14:53.070,
6967902023-11-24 11:17:20.750,
6969122023-11-27 08:58:04.295,
6969452023-11-27 10:03:12.786,
6969652023-11-27 10:30:30.301,
6970322023-11-27 14:47:16.452,
6970342023-11-27 14:49:39.290,
6970382023-11-27 14:53:28.629,
6970442023-11-27 15:09:47.412,
6971032023-11-28 09:10:14.201,
6971532023-11-28 11:37:45.344,
6971602023-11-28 12:10:18.868,
6971612023-11-28 12:31:46.787,
6971822023-11-28 13:50:07.248,
6972042023-11-28 14:17:18.444,
6972482023-11-28 16:37:09.043,
6972522023-11-28 16:46:28.032,
6972622023-11-28 17:05:53.842,
6972652023-11-28 17:19:26.808,
6972722023-11-28 17:50:33.563,
6973232023-11-29 10:10:07.213,
6973532023-11-29 11:13:58.814,
6973852023-11-29 13:30:39.176,
6974322023-11-29 15:18:52.435,
6975092023-11-30 08:07:46.235,
6975722023-11-30 13:12:04.184,
6975772023-11-30 13:33:46.785,
6976072023-11-30 14:06:02.071,
6976292023-11-30 14:25:37.261,
6976342023-11-30 14:46:51.604,
6976362023-11-30 14:57:23.778,
6976662023-11-30 16:07:59.788,
6977842023-12-01 12:42:27.229,
6977922023-12-01 13:22:23.765,
6979112023-12-01 18:01:46.963,
6979172023-12-01 18:17:07.798,
6979502023-12-04 10:08:35.499,
6979542023-12-04 10:25:48.130,
6979552023-12-04 10:26:03.078,
6980442023-12-04 15:07:43.170,
6980972023-12-04 19:03:45.623,
6981042023-12-05 07:32:25.920,
6981352023-12-05 09:28:21.137,
6981892023-12-05 10:48:04.431,
6981992023-12-05 11:11:22.359,
6982082023-12-05 11:53:16.253,
6982192023-12-05 13:17:02.399,
6982682023-12-05 14:56:37.823,
6982712023-12-05 15:04:02.955,
6982872023-12-05 15:42:36.728,
6983132023-12-05 17:04:14.288,
6983392023-12-05 18:17:25.773,
6983662023-12-06 09:46:43.106,
6983942023-12-06 10:51:18.396,
6984022023-12-06 11:11:38.737,
6984092023-12-06 11:40:23.493,
6984532023-12-06 13:31:20.861,
6985012023-12-06 14:17:21.159,
6985152023-12-06 15:15:43.128,
6985742023-12-06 18:13:10.840,
6985862023-12-07 09:21:34.582,
6986132023-12-07 10:04:53.082,
6986352023-12-07 11:16:55.631,
6986592023-12-07 12:16:04.734,
6986602023-12-07 12:31:08.425,
6987182023-12-07 15:17:12.383,
6987242023-12-07 15:34:27.890,
6987292023-12-07 15:49:55.483,
6988062023-12-08 10:04:57.528,
6988672023-12-08 11:43:12.710,
6988722023-12-08 12:33:24.244,
6988922023-12-08 13:43:37.948,
