id_tag,id_affaire,id,Type_fraude,feature1,feature2,cluster,type_fraude,date_system
119,6782162023-03-31 14:14:03.830,6782162023-03-31 14:14:03.830,fake tags,0.6807676025730517,0.32125924050989274,0,fake tags,2024-05-31 09:05:47.444372
119,6782462023-04-03 08:08:24.469,6782462023-04-03 08:08:24.469,fake tags,0.4110411798450547,0.3831190862117865,1,fake tags,2024-05-31 09:05:47.444372
119,6782552023-04-03 10:02:10.060,6782552023-04-03 10:02:10.060,fake tags,0.6457604715498266,0.3479526861572769,0,fake tags,2024-05-31 09:05:47.444372
119,6782852023-04-03 14:13:44.900,6782852023-04-03 14:13:44.900,fake tags,0.22618787336506097,0.5573478430611053,1,fake tags,2024-05-31 09:05:47.444372
119,6783292023-04-04 13:10:52.455,6783292023-04-04 13:10:52.455,fake tags,0.39737081722363643,0.7531972229296297,1,fake tags,2024-05-31 09:05:47.444372
119,6783382023-04-04 14:49:18.810,6783382023-04-04 14:49:18.810,fake tags,0.17894072901491231,0.814557108028292,1,fake tags,2024-05-31 09:05:47.444372
119,6783742023-04-05 09:32:29.549,6783742023-04-05 09:32:29.549,fake tags,0.19761131417394007,0.6405987326576048,1,fake tags,2024-05-31 09:05:47.444372
119,6783972023-04-05 13:31:20.633,6783972023-04-05 13:31:20.633,fake tags,0.8024243471173702,0.4169543149744602,0,fake tags,2024-05-31 09:05:47.444372
119,6783992023-04-05 13:40:13.727,6783992023-04-05 13:40:13.727,fake tags,0.5465912655299184,0.1535238389426612,0,fake tags,2024-05-31 09:05:47.444372
119,6784012023-04-05 14:37:29.918,6784012023-04-05 14:37:29.918,fake tags,0.9595957399755142,0.9484067360360645,2,fake tags,2024-05-31 09:05:47.444372
119,6784412023-04-06 11:41:02.963,6784412023-04-06 11:41:02.963,fake tags,0.22157806826597926,0.6732539717241043,1,fake tags,2024-05-31 09:05:47.444372
119,6784552023-04-06 14:12:55.676,6784552023-04-06 14:12:55.676,fake tags,0.8707330084509136,0.8092327139737153,2,fake tags,2024-05-31 09:05:47.444372
119,6784562023-04-06 14:15:05.984,6784562023-04-06 14:15:05.984,fake tags,0.3613635779427442,0.9252557699286148,2,fake tags,2024-05-31 09:05:47.444372
119,6784692023-04-07 08:37:41.632,6784692023-04-07 08:37:41.632,fake tags,0.04815932587959748,0.707843303150948,1,fake tags,2024-05-31 09:05:47.444372
119,6784982023-04-07 10:54:43.774,6784982023-04-07 10:54:43.774,fake tags,0.22592783893190405,0.1993631136762657,1,fake tags,2024-05-31 09:05:47.444372
119,6785052023-04-07 11:30:13.819,6785052023-04-07 11:30:13.819,fake tags,0.6341230888863264,0.6291197716616469,2,fake tags,2024-05-31 09:05:47.444372
119,6785132023-04-07 13:00:41.452,6785132023-04-07 13:00:41.452,fake tags,0.544499611592729,0.8217022525222019,2,fake tags,2024-05-31 09:05:47.444372
119,6785242023-04-07 14:53:46.219,6785242023-04-07 14:53:46.219,fake tags,0.48757524955711684,0.5843938934464635,2,fake tags,2024-05-31 09:05:47.444372
119,6785492023-04-11 07:35:25.163,6785492023-04-11 07:35:25.163,fake tags,0.41535558251261206,0.16228187331423216,0,fake tags,2024-05-31 09:05:47.444372
119,6785532023-04-11 08:49:58.630,6785532023-04-11 08:49:58.630,fake tags,0.7107169033484076,0.1910713882508589,0,fake tags,2024-05-31 09:05:47.444372
119,6785762023-04-11 12:17:56.249,6785762023-04-11 12:17:56.249,fake tags,0.020545176209230354,0.6285810795015645,1,fake tags,2024-05-31 09:05:47.444372
119,6785782023-04-11 12:34:16.772,6785782023-04-11 12:34:16.772,fake tags,0.6113302548692839,0.32708324174637293,0,fake tags,2024-05-31 09:05:47.444372
119,6785802023-04-11 12:41:21.660,6785802023-04-11 12:41:21.660,fake tags,0.402386011925442,0.1245957574926232,0,fake tags,2024-05-31 09:05:47.444372
119,6785872023-04-11 13:27:48.059,6785872023-04-11 13:27:48.059,fake tags,0.9367400021539691,0.13418563061445687,0,fake tags,2024-05-31 09:05:47.444372
119,6785882023-04-11 13:45:46.877,6785882023-04-11 13:45:46.877,fake tags,0.8041056677275129,0.42460072406664506,0,fake tags,2024-05-31 09:05:47.444372
119,6786072023-04-11 16:23:10.154,6786072023-04-11 16:23:10.154,fake tags,0.39649734093972433,0.44095268933406495,1,fake tags,2024-05-31 09:05:47.444372
119,6786422023-04-12 11:29:24.939,6786422023-04-12 11:29:24.939,fake tags,0.8336291041519008,0.24839729352049889,0,fake tags,2024-05-31 09:05:47.444372
119,6786542023-04-12 13:09:06.395,6786542023-04-12 13:09:06.395,fake tags,0.03216964268276412,0.6187469420686843,1,fake tags,2024-05-31 09:05:47.444372
119,6787112023-04-13 10:16:04.112,6787112023-04-13 10:16:04.112,fake tags,0.8614419556449106,0.7569000639331072,2,fake tags,2024-05-31 09:05:47.444372
119,6787822023-04-14 07:32:31.278,6787822023-04-14 07:32:31.278,fake tags,0.8174019664167897,0.9821945014965786,2,fake tags,2024-05-31 09:05:47.444372
119,6787862023-04-14 08:41:46.483,6787862023-04-14 08:41:46.483,fake tags,0.9278562794564117,0.7084118171577152,2,fake tags,2024-05-31 09:05:47.444372
119,6787902023-04-14 08:56:29.426,6787902023-04-14 08:56:29.426,fake tags,0.6020921469634423,0.2981565709565327,0,fake tags,2024-05-31 09:05:47.444372
119,6788032023-04-14 10:03:28.491,6788032023-04-14 10:03:28.491,fake tags,0.09515688333925088,0.39340247365505554,1,fake tags,2024-05-31 09:05:47.444372
119,6788172023-04-14 11:07:19.783,6788172023-04-14 11:07:19.783,fake tags,0.509509204450921,0.2568191854370495,0,fake tags,2024-05-31 09:05:47.444372
119,6788362023-04-14 12:50:08.883,6788362023-04-14 12:50:08.883,fake tags,0.1354827518971543,0.060919040820327175,1,fake tags,2024-05-31 09:05:47.444372
119,6788552023-04-14 13:52:25.290,6788552023-04-14 13:52:25.290,fake tags,0.02251831923313863,0.26558289068337526,1,fake tags,2024-05-31 09:05:47.444372
119,6789022023-04-17 08:22:39.371,6789022023-04-17 08:22:39.371,fake tags,0.6936187834843013,0.5521156657908028,2,fake tags,2024-05-31 09:05:47.444372
119,6789032023-04-17 08:33:49.328,6789032023-04-17 08:33:49.328,fake tags,0.29883727670840243,0.8695246968829062,1,fake tags,2024-05-31 09:05:47.444372
119,6789192023-04-17 10:22:50.365,6789192023-04-17 10:22:50.365,fake tags,0.7611625108242385,0.754459487348217,2,fake tags,2024-05-31 09:05:47.444372
119,6789602023-04-17 13:05:07.724,6789602023-04-17 13:05:07.724,fake tags,0.08808543088786092,0.1995518386834797,1,fake tags,2024-05-31 09:05:47.444372
119,6790232023-04-18 09:42:22.847,6790232023-04-18 09:42:22.847,fake tags,0.26121622260952715,0.8325372818521546,1,fake tags,2024-05-31 09:05:47.444372
119,6790532023-04-18 12:17:16.788,6790532023-04-18 12:17:16.788,fake tags,0.8455148124647032,0.7782767036550746,2,fake tags,2024-05-31 09:05:47.444372
119,6790582023-04-18 12:49:44.612,6790582023-04-18 12:49:44.612,fake tags,0.18125098053667954,0.7849667935686866,1,fake tags,2024-05-31 09:05:47.444372
119,6791342023-04-19 13:17:48.368,6791342023-04-19 13:17:48.368,fake tags,0.9040031420851715,0.7293335246045626,2,fake tags,2024-05-31 09:05:47.444372
119,6791602023-04-20 08:19:32.037,6791602023-04-20 08:19:32.037,fake tags,0.23441692710796758,0.9545675212607908,1,fake tags,2024-05-31 09:05:47.444372
119,6791672023-04-20 08:32:52.329,6791672023-04-20 08:32:52.329,fake tags,0.48286297603395234,0.8655013345522349,2,fake tags,2024-05-31 09:05:47.444372
119,6791692023-04-20 09:01:24.046,6791692023-04-20 09:01:24.046,fake tags,0.5917830083165702,0.3662838981435783,0,fake tags,2024-05-31 09:05:47.444372
119,6791992023-04-20 12:08:54.169,6791992023-04-20 12:08:54.169,fake tags,0.9091072702710337,0.7565990909543829,2,fake tags,2024-05-31 09:05:47.444372
119,6792102023-04-20 14:35:22.544,6792102023-04-20 14:35:22.544,fake tags,0.4295524768700755,0.3466618245762485,0,fake tags,2024-05-31 09:05:47.444372
119,6792762023-04-24 07:46:12.918,6792762023-04-24 07:46:12.918,fake tags,0.23700864497652785,0.1566151488362889,1,fake tags,2024-05-31 09:05:47.444372
119,6793032023-04-24 12:15:27.005,6793032023-04-24 12:15:27.005,fake tags,0.9243950879684502,0.09401020793054604,0,fake tags,2024-05-31 09:05:47.444372
119,6793172023-04-24 14:29:25.742,6793172023-04-24 14:29:25.742,fake tags,0.7789926990742332,0.6204916065814374,2,fake tags,2024-05-31 09:05:47.444372
119,6793262023-04-24 14:47:34.997,6793262023-04-24 14:47:34.997,fake tags,0.6351600612811643,0.7853189310987669,2,fake tags,2024-05-31 09:05:47.444372
119,6793482023-04-24 16:22:56.791,6793482023-04-24 16:22:56.791,fake tags,0.6605426286851485,0.1045225747834615,0,fake tags,2024-05-31 09:05:47.444372
119,6794332023-04-25 14:50:16.074,6794332023-04-25 14:50:16.074,fake tags,0.15201544815475299,0.40418824591643,1,fake tags,2024-05-31 09:05:47.444372
119,6794822023-04-26 11:02:07.108,6794822023-04-26 11:02:07.108,fake tags,0.09236362854702562,0.23499039996327842,1,fake tags,2024-05-31 09:05:47.444372
119,6794832023-04-26 11:04:45.780,6794832023-04-26 11:04:45.780,fake tags,0.6652642701035067,0.2744303587204945,0,fake tags,2024-05-31 09:05:47.444372
119,6795082023-04-26 12:11:30.659,6795082023-04-26 12:11:30.659,fake tags,0.983045315027623,0.36930761094715736,0,fake tags,2024-05-31 09:05:47.444372
119,6795162023-04-26 12:58:01.163,6795162023-04-26 12:58:01.163,fake tags,0.6243515808099348,0.9309166949378428,2,fake tags,2024-05-31 09:05:47.444372
119,6795242023-04-26 13:32:28.673,6795242023-04-26 13:32:28.673,fake tags,0.09247684246894039,0.9031632988084084,1,fake tags,2024-05-31 09:05:47.444372
119,6795452023-04-27 06:58:51.498,6795452023-04-27 06:58:51.498,fake tags,0.2663456649868373,0.442218942505333,1,fake tags,2024-05-31 09:05:47.444372
119,6795602023-04-27 09:59:41.348,6795602023-04-27 09:59:41.348,fake tags,0.08688570020490449,0.21321258936088439,1,fake tags,2024-05-31 09:05:47.444372
119,6795762023-04-27 13:50:26.468,6795762023-04-27 13:50:26.468,fake tags,0.6932567930185993,0.9056408360373026,2,fake tags,2024-05-31 09:05:47.444372
119,6795772023-04-27 14:01:06.787,6795772023-04-27 14:01:06.787,fake tags,0.6915464893816632,0.36815286669098535,0,fake tags,2024-05-31 09:05:47.444372
119,6795902023-04-27 15:50:27.768,6795902023-04-27 15:50:27.768,fake tags,0.4299212835747731,0.24480359790643458,0,fake tags,2024-05-31 09:05:47.444372
119,6795922023-04-27 16:02:06.240,6795922023-04-27 16:02:06.240,fake tags,0.16973308129883247,0.31463972950680663,1,fake tags,2024-05-31 09:05:47.444372
119,6796332023-04-28 09:39:29.252,6796332023-04-28 09:39:29.252,fake tags,0.594563516647333,0.933257442144129,2,fake tags,2024-05-31 09:05:47.444372
119,6796562023-04-28 10:45:01.053,6796562023-04-28 10:45:01.053,fake tags,0.3931787502110815,0.5945283029778229,1,fake tags,2024-05-31 09:05:47.444372
119,6796712023-04-28 13:05:55.918,6796712023-04-28 13:05:55.918,fake tags,0.8222221940989887,0.12646347469774788,0,fake tags,2024-05-31 09:05:47.444372
119,6796792023-04-28 13:58:47.371,6796792023-04-28 13:58:47.371,fake tags,0.19428872546597287,0.9973275109923159,1,fake tags,2024-05-31 09:05:47.444372
119,6796812023-04-28 13:59:38.194,6796812023-04-28 13:59:38.194,fake tags,0.8804607418345402,0.9635547874199311,2,fake tags,2024-05-31 09:05:47.444372
119,6797262023-04-28 16:47:03.029,6797262023-04-28 16:47:03.029,fake tags,0.25970089198894997,0.2851844457009144,1,fake tags,2024-05-31 09:05:47.444372
119,6797422023-05-02 08:42:08.056,6797422023-05-02 08:42:08.056,fake tags,0.12329185562723888,0.4346695291145829,1,fake tags,2024-05-31 09:05:47.444372
119,6797512023-05-02 09:20:33.027,6797512023-05-02 09:20:33.027,fake tags,0.08188815234450497,0.9852739553931971,1,fake tags,2024-05-31 09:05:47.444372
119,6797862023-05-02 11:53:11.060,6797862023-05-02 11:53:11.060,fake tags,0.41238487009526326,0.28432629059777437,0,fake tags,2024-05-31 09:05:47.444372
119,6798352023-05-03 08:09:46.209,6798352023-05-03 08:09:46.209,fake tags,0.6941116764205403,0.5023902951372404,2,fake tags,2024-05-31 09:05:47.444372
119,6798402023-05-03 09:00:56.972,6798402023-05-03 09:00:56.972,fake tags,0.5754733559217341,0.6054849255679264,2,fake tags,2024-05-31 09:05:47.444372
119,6798432023-05-03 09:14:14.607,6798432023-05-03 09:14:14.607,fake tags,0.9992019065047518,0.2379697428861609,0,fake tags,2024-05-31 09:05:47.444372
119,6798662023-05-03 11:06:06.501,6798662023-05-03 11:06:06.501,fake tags,0.7045983805562328,0.15928162245413835,0,fake tags,2024-05-31 09:05:47.444372
119,6799172023-05-04 08:05:17.466,6799172023-05-04 08:05:17.466,fake tags,0.7718407770219623,0.5963743667353827,2,fake tags,2024-05-31 09:05:47.444372
119,6799272023-05-04 09:20:27.099,6799272023-05-04 09:20:27.099,fake tags,0.13687211990505355,0.5581584999777368,1,fake tags,2024-05-31 09:05:47.444372
119,6799522023-05-04 11:44:30.405,6799522023-05-04 11:44:30.405,fake tags,0.7027576235785528,0.24630287852290988,0,fake tags,2024-05-31 09:05:47.444372
119,6799702023-05-04 14:10:18.281,6799702023-05-04 14:10:18.281,fake tags,0.038996982751127285,0.16375671923248525,1,fake tags,2024-05-31 09:05:47.444372
119,6799772023-05-04 14:41:40.783,6799772023-05-04 14:41:40.783,fake tags,0.03338514321515129,0.47308651952785385,1,fake tags,2024-05-31 09:05:47.444372
119,6801102023-05-09 08:06:44.264,6801102023-05-09 08:06:44.264,fake tags,0.11622401300736429,0.8418098159179002,1,fake tags,2024-05-31 09:05:47.444372
119,6801272023-05-09 09:26:23.691,6801272023-05-09 09:26:23.691,fake tags,0.008180942257522084,0.5187176014126668,1,fake tags,2024-05-31 09:05:47.444372
119,6801332023-05-09 09:35:20.816,6801332023-05-09 09:35:20.816,fake tags,0.8212886988073963,0.8631443993547234,2,fake tags,2024-05-31 09:05:47.444372
119,6801452023-05-09 10:33:15.869,6801452023-05-09 10:33:15.869,fake tags,0.17155971689529703,0.7771193407872484,1,fake tags,2024-05-31 09:05:47.444372
119,6801892023-05-09 14:43:06.931,6801892023-05-09 14:43:06.931,fake tags,0.3310155166493457,0.7175364012506202,1,fake tags,2024-05-31 09:05:47.444372
119,6801972023-05-09 15:55:08.462,6801972023-05-09 15:55:08.462,fake tags,0.5355664014288569,0.20873656160506104,0,fake tags,2024-05-31 09:05:47.444372
119,6802912023-05-10 16:22:19.607,6802912023-05-10 16:22:19.607,fake tags,0.47500976372332515,0.5862134825717876,1,fake tags,2024-05-31 09:05:47.444372
119,6802932023-05-10 16:53:26.879,6802932023-05-10 16:53:26.879,fake tags,0.8977558686362382,0.8762735667140148,2,fake tags,2024-05-31 09:05:47.444372
119,6802962023-05-11 07:34:55.567,6802962023-05-11 07:34:55.567,fake tags,0.8502128750427267,0.16250451924026954,0,fake tags,2024-05-31 09:05:47.444372
119,6803302023-05-11 12:17:05.188,6803302023-05-11 12:17:05.188,fake tags,0.15640389231740404,0.16448508775789228,1,fake tags,2024-05-31 09:05:47.444372
119,6803422023-05-11 14:00:47.166,6803422023-05-11 14:00:47.166,fake tags,0.9934178101093353,0.05220451386618741,0,fake tags,2024-05-31 09:05:47.444372
119,6803432023-05-11 14:07:40.058,6803432023-05-11 14:07:40.058,fake tags,0.7640009338869356,0.8850840941493328,2,fake tags,2024-05-31 09:05:47.444372
119,6804262023-05-12 13:28:33.196,6804262023-05-12 13:28:33.196,fake tags,0.24577286160745226,0.4531346648735982,1,fake tags,2024-05-31 09:05:47.444372
119,6804322023-05-12 13:57:43.711,6804322023-05-12 13:57:43.711,fake tags,0.10035341295460565,0.38441784499647347,1,fake tags,2024-05-31 09:05:47.444372
119,6804342023-05-12 14:04:49.918,6804342023-05-12 14:04:49.918,fake tags,0.4698960438316939,0.004889270351017383,0,fake tags,2024-05-31 09:05:47.444372
119,6804412023-05-12 15:07:23.946,6804412023-05-12 15:07:23.946,fake tags,0.9264392491673283,0.035785620232044346,0,fake tags,2024-05-31 09:05:47.444372
119,6804522023-05-12 16:18:55.029,6804522023-05-12 16:18:55.029,fake tags,0.26819957270773087,0.9418411367304709,1,fake tags,2024-05-31 09:05:47.444372
119,6804652023-05-15 08:26:01.751,6804652023-05-15 08:26:01.751,fake tags,0.6084268612564359,0.12487036781464911,0,fake tags,2024-05-31 09:05:47.444372
119,6804712023-05-15 09:04:55.851,6804712023-05-15 09:04:55.851,fake tags,0.7253198931070828,0.896644742064636,2,fake tags,2024-05-31 09:05:47.444372
119,6804732023-05-15 09:25:25.354,6804732023-05-15 09:25:25.354,fake tags,0.3361798222062198,0.5555260235696692,1,fake tags,2024-05-31 09:05:47.444372
119,6804852023-05-15 10:34:52.882,6804852023-05-15 10:34:52.882,fake tags,0.4253471303790155,0.258495314672322,0,fake tags,2024-05-31 09:05:47.444372
119,6804962023-05-15 11:03:46.773,6804962023-05-15 11:03:46.773,fake tags,0.4732163427410835,0.7423811693608935,2,fake tags,2024-05-31 09:05:47.444372
119,6805032023-05-15 12:32:18.411,6805032023-05-15 12:32:18.411,fake tags,0.7787608578802214,0.6999672751587013,2,fake tags,2024-05-31 09:05:47.444372
119,6805162023-05-15 14:03:56.432,6805162023-05-15 14:03:56.432,fake tags,0.6324489878832381,0.04088067382734539,0,fake tags,2024-05-31 09:05:47.444372
119,6805732023-05-16 10:28:22.502,6805732023-05-16 10:28:22.502,fake tags,0.02100444234167631,0.7993547142048973,1,fake tags,2024-05-31 09:05:47.444372
119,6806062023-05-16 14:06:03.291,6806062023-05-16 14:06:03.291,fake tags,0.8737146606614953,0.6177572133957864,2,fake tags,2024-05-31 09:05:47.444372
119,6806462023-05-17 08:18:28.548,6806462023-05-17 08:18:28.548,fake tags,0.4431847164822381,0.9787119835685298,2,fake tags,2024-05-31 09:05:47.444372
119,6806722023-05-17 10:29:00.546,6806722023-05-17 10:29:00.546,fake tags,0.32644995785152064,0.03148777938611247,0,fake tags,2024-05-31 09:05:47.444372
119,6806822023-05-17 12:07:51.734,6806822023-05-17 12:07:51.734,fake tags,0.9733198264671155,0.8222753622820994,2,fake tags,2024-05-31 09:05:47.444372
119,6806852023-05-17 12:19:18.015,6806852023-05-17 12:19:18.015,fake tags,0.7497014870052557,0.753295633660748,2,fake tags,2024-05-31 09:05:47.444372
119,6807082023-05-17 14:17:26.807,6807082023-05-17 14:17:26.807,fake tags,0.07529138729266494,0.85718917858764,1,fake tags,2024-05-31 09:05:47.444372
119,6807152023-05-17 14:48:43.055,6807152023-05-17 14:48:43.055,fake tags,0.36607848119953634,0.34759132389888525,1,fake tags,2024-05-31 09:05:47.444372
119,6807162023-05-17 14:58:05.215,6807162023-05-17 14:58:05.215,fake tags,0.24053677626940462,0.6604945050199726,1,fake tags,2024-05-31 09:05:47.444372
119,6807632023-05-18 10:18:57.206,6807632023-05-18 10:18:57.206,fake tags,0.273594060826746,0.5103357066298644,1,fake tags,2024-05-31 09:05:47.444372
119,6807662023-05-18 12:34:12.831,6807662023-05-18 12:34:12.831,fake tags,0.9224303806505926,0.8595148218218417,2,fake tags,2024-05-31 09:05:47.444372
119,6807702023-05-18 14:41:30.418,6807702023-05-18 14:41:30.418,fake tags,0.39945172426637177,0.032405339726896853,0,fake tags,2024-05-31 09:05:47.444372
119,6807772023-05-18 15:15:21.707,6807772023-05-18 15:15:21.707,fake tags,0.9074690165805569,0.3119234504192534,0,fake tags,2024-05-31 09:05:47.444372
119,6807842023-05-19 07:20:47.370,6807842023-05-19 07:20:47.370,fake tags,0.44307481843321406,0.8540381340440942,2,fake tags,2024-05-31 09:05:47.444372
119,6808032023-05-19 09:05:29.108,6808032023-05-19 09:05:29.108,fake tags,0.028242228700057437,0.018047817399742594,1,fake tags,2024-05-31 09:05:47.444372
119,6808052023-05-19 09:18:23.496,6808052023-05-19 09:18:23.496,fake tags,0.3865132514978914,0.9000027834169988,2,fake tags,2024-05-31 09:05:47.444372
119,6808122023-05-19 10:11:30.944,6808122023-05-19 10:11:30.944,fake tags,0.4834180859181535,0.7102140810770049,2,fake tags,2024-05-31 09:05:47.444372
119,6808192023-05-19 10:42:45.771,6808192023-05-19 10:42:45.771,fake tags,0.3584087299481462,0.2888191817767217,1,fake tags,2024-05-31 09:05:47.444372
119,6808242023-05-19 11:20:16.418,6808242023-05-19 11:20:16.418,fake tags,0.05647472442959012,0.42390326479629314,1,fake tags,2024-05-31 09:05:47.444372
119,6808272023-05-19 12:01:08.102,6808272023-05-19 12:01:08.102,fake tags,0.06176319635044902,0.1302396333979028,1,fake tags,2024-05-31 09:05:47.444372
119,6808342023-05-19 13:01:49.866,6808342023-05-19 13:01:49.866,fake tags,0.8047498562429972,0.6313202528340922,2,fake tags,2024-05-31 09:05:47.444372
119,6808382023-05-19 13:44:01.594,6808382023-05-19 13:44:01.594,fake tags,0.4037471782628339,0.30339348078692707,0,fake tags,2024-05-31 09:05:47.444372
119,6808422023-05-19 14:46:45.065,6808422023-05-19 14:46:45.065,fake tags,0.051874763325789,0.5818671927817312,1,fake tags,2024-05-31 09:05:47.444372
119,6808462023-05-19 15:31:14.456,6808462023-05-19 15:31:14.456,fake tags,0.2230943309241481,0.8062435969104835,1,fake tags,2024-05-31 09:05:47.444372
119,6808472023-05-19 15:32:28.973,6808472023-05-19 15:32:28.973,fake tags,0.538431066466367,0.08570405585250862,0,fake tags,2024-05-31 09:05:47.444372
119,6808512023-05-19 15:51:22.718,6808512023-05-19 15:51:22.718,fake tags,0.05001759849004017,0.7715535071107951,1,fake tags,2024-05-31 09:05:47.444372
119,6808592023-05-20 12:02:20.857,6808592023-05-20 12:02:20.857,fake tags,0.39225959069835636,0.9658456811596084,2,fake tags,2024-05-31 09:05:47.444372
119,6808662023-05-22 08:05:21.476,6808662023-05-22 08:05:21.476,fake tags,0.09471507307301219,0.6431927730306338,1,fake tags,2024-05-31 09:05:47.444372
119,6808872023-05-22 10:00:58.275,6808872023-05-22 10:00:58.275,fake tags,0.2750317980911343,0.27619857907181644,1,fake tags,2024-05-31 09:05:47.444372
119,6809012023-05-22 11:49:52.527,6809012023-05-22 11:49:52.527,fake tags,0.5958708488359765,0.5935861769670331,2,fake tags,2024-05-31 09:05:47.444372
119,6809342023-05-22 13:39:12.950,6809342023-05-22 13:39:12.950,fake tags,0.3692468076242491,0.41145018134803313,1,fake tags,2024-05-31 09:05:47.444372
119,6809392023-05-22 14:18:26.691,6809392023-05-22 14:18:26.691,fake tags,0.5809603461636058,0.3990303105182543,0,fake tags,2024-05-31 09:05:47.444372
119,6809662023-05-22 15:23:59.866,6809662023-05-22 15:23:59.866,fake tags,0.7211793379335907,0.31226947268531535,0,fake tags,2024-05-31 09:05:47.444372
119,6810052023-05-23 09:02:41.491,6810052023-05-23 09:02:41.491,fake tags,0.1484167002945086,0.4183282397337208,1,fake tags,2024-05-31 09:05:47.444372
119,6810062023-05-23 09:08:00.109,6810062023-05-23 09:08:00.109,fake tags,0.46542861974518424,0.16403194285652878,0,fake tags,2024-05-31 09:05:47.444372
119,6810072023-05-23 09:09:11.870,6810072023-05-23 09:09:11.870,fake tags,0.15460489944528177,0.8231723665782504,1,fake tags,2024-05-31 09:05:47.444372
119,6810152023-05-23 09:33:46.108,6810152023-05-23 09:33:46.108,fake tags,0.20032043664256438,0.22854039805636983,1,fake tags,2024-05-31 09:05:47.444372
119,6810302023-05-23 10:06:08.714,6810302023-05-23 10:06:08.714,fake tags,0.5349910224853893,0.7850941092314723,2,fake tags,2024-05-31 09:05:47.444372
119,6810432023-05-23 12:13:31.555,6810432023-05-23 12:13:31.555,fake tags,0.6604583865458853,0.9467332134268753,2,fake tags,2024-05-31 09:05:47.444372
119,6810622023-05-23 13:29:41.447,6810622023-05-23 13:29:41.447,fake tags,0.796800550944482,0.22962050045778326,0,fake tags,2024-05-31 09:05:47.444372
119,6811052023-05-23 15:35:35.694,6811052023-05-23 15:35:35.694,fake tags,0.7687974271761217,0.37720259295059,0,fake tags,2024-05-31 09:05:47.444372
119,6811202023-05-23 17:01:47.134,6811202023-05-23 17:01:47.134,fake tags,0.5125608200810211,0.5100383452361223,1,fake tags,2024-05-31 09:05:47.444372
119,6811292023-05-24 08:37:35.185,6811292023-05-24 08:37:35.185,fake tags,0.65678360990576,0.14577211640282506,0,fake tags,2024-05-31 09:05:47.444372
